Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
7456,2024-01-10,Vampire,17.0,castle,nightly disturbance,N/A,night,blood
3518,2021-05-16,Ghost,39.0,village,vandalism,brute force,dusk,cloak
803,2020-09-19,GHOST,71.0,castle,Theft,N/A,night,potions
1591,2020-09-17,Vampire,44.0,castle,assault,pistol,dusk,blood
6238,2021-10-07,Skeleton,39.0,mountain,arson,axe,day,cloak
6330,2023-11-04,Skeleton,62.0,mountain,arson,pistol,dusk,cloak
2486,2023-09-24,Ghost,71.0,castle,theft,N/A,night,potions
3347,2023-02-03,Witch,29.0,village,kidnapping,N/A,night,bones
1268,2021-07-20,Skeleton,1.0,mountain,assault,N/A,night,cloak
6904,2021-11-02,Ghost,78.0,village,vandalism,knife,night,cloak
8884,2020-12-28,Werewolf,44.0,mountain,assault,pistol,night,blood
3876,2020-01-05,Witch,87.0,village,kidnapping,pistol,day,blood
4443,2021-08-22,Zombie,84.0,village,kidnapping,axe,night,bones
3632,2020-04-08,Skeleton,60.0,forest,vandalism,N/A,dusk,bones
6688,2020-05-13,Zombie,54.0,village,kidnapping,N/A,dusk,fur
8468,2022-11-04,Skeleton,81.0,castle,nightly disturbance,axe,night,bones
2149,2023-09-11,Ghost,58.0,village,arson,pistol,night,potions
3273,2022-01-20,Vampire,40.0,castle,nightly disturbance,N/A,night,blood
5459,2020-11-11,Vampire,79.0,village,assault,brute force,night,blood
6058,2023-04-27,Skeleton,69.0,Mountain,vandalism,N/A,dusk,cloak
5998,2020-11-18,Skeleton,59.0,castle,nightly disturbance,N/A,night,bones
2068,2022-03-16,Zombie,95.0,forest,vandalism,brute force,dusk,blood
1594,2021-10-06,Ghost,56.0,castle,NIGHTLY DISTURBANCE,pistol,night,potions
15,2020-04-25,Werewolf,28.0,forest,assault,N/A,night,blood
2703,2020-03-15,Vampire,7.0,Castle,nightly disturbance,axe,night,blood
7087,2019-12-14,Zombie,41.0,swamp,kidnapping,knife,day,blood
8809,2022-10-06,Zombie,63.0,mountain,murder,brute force,Night,teeth
8939,2020-07-05,Zombie,31.0,swamp,assault,N/A,dawn,bones
4859,2020-01-10,Vampire,60.0,castle,assault,knife,night,teeth
1096,2021-03-11,Witch,83.0,forest,kidnapping,N/A,dawn,cloak
5030,2021-08-31,Witch,88.0,village,kidnapping,N/A,dawn,bones
7226,2023-12-30,Vampire,29.0,castle,assault,knife,dusk,blood
2916,2022-02-27,Ghost,82.0,village,theft,knife,dusk,potions
338,2024-04-25,Werewolf,7.0,swamp,assault,N/A,night,blood
7275,2023-10-13,Vampire,70.0,castle,nightly disturbance,knife,night,blood
4412,2020-06-26,Zombie,86.0,swamp,murder,N/A,night,blood
3111,2023-08-24,Ghost,74.0,village,nightly disturbance,axe,night,cloak
7274,2024-03-02,Ghost,61.0,castle,arson,N/A,night,potions
10007,2021-01-23,Zombie,66.0,mountain,kidnapping,knife,night,fur
8954,2023-12-02,Werewolf,59.0,forest,assault,N/A,dusk,Fur
268,2020-12-14,Werewolf,24.0,mountain,assault,brute force,day,fur
4381,2024-03-04,Vampire,48.0,forest,assault,brute force,night,blood
8985,2024-10-12,Witch,97.0,village,kidnapping,brute force,night,potions
8534,2023-10-28,Witch,82.0,forest,kidnapping,axe,dusk,potions
5963,2019-11-07,Ghost,10.0,castle,nightly disturbance,knife,night,potions
1514,2021-09-01,Vampire,45.0,castle,assault,pistol,night,blood
4232,2022-02-05,Skeleton,46.0,mountain,assault,brute force,day,cloak
7558,2021-02-26,Vampire,60.0,castle,theft,knife,night,teeth
9740,2022-11-24,Ghost,69.0,village,nightly disturbance,knife,night,cloak
8395,2023-06-26,Zombie,12.0,forest,assault,pistol,dusk,blood
7664,2023-12-16,Vampire,18.0,mountain,murder,knife,night,blood
508,2023-05-20,Ghost,40.0,castle,arson,brute force,night,cloak
9247,2023-10-01,Ghost,17.0,castle,vandalism,Brute force,night,cloak
9509,2021-02-03,Zombie,15.0,mountain,kidnapping,brute force,dusk,bones
3129,2023-04-04,Ghost,79.0,Village,nightly disturbance,N/A,night,cloak
4678,2023-07-09,Zombie,80.0,swamp,murder,pistol,night,potions
372,2022-07-11,Ghost,50.0,castle,vandalism,knife,dusk,potions
4099,2024-07-31,Skeleton,92.0,castle,arson,axe,day,bones
8257,2021-07-09,Ghost,65.0,castle,vandalism,N/A,night,potions
4677,2024-07-29,Witch,22.0,forest,arson,knife,DUSK,potions
6132,2023-12-20,Skeleton,43.0,mountain,arson,pistol,dusk,bones
2694,2020-01-01,vampire,44.0,mountain,nightly disturbance,pistol,night,blood
1036,2023-02-24,Ghost,6.0,castle,nightly disturbance,knife,night,cloak
5968,2023-09-19,Skeleton,40.0,mountain,nightly disturbance,N/A,night,bones
5099,2022-01-15,Skeleton,29.0,castle,nightly disturbance,pistol,night,bones
6394,2020-02-06,Witch,84.0,village,arson,N/A,dusk,potions
9831,2021-01-19,Zombie,3.0,forest,vandalism,N/A,day,potions
1710,2019-11-27,Werewolf,51.0,mountain,assault,pistol,dusk,teeth
681,2022-02-12,Werewolf,94.0,forest,nightly disturbance,N/A,night,teeth
5631,2022-04-24,Zombie,95.0,swamp,murder,N/A,night,blood
5826,2023-01-13,Werewolf,87.0,mountain,Assault,N/A,night,blood
5206,2023-10-03,Witch,50.0,swamp,kidnapping,knife,day,cloak
741,2020-02-01,Werewolf,60.0,forest,vandalism,N/A,night,fur
3563,2023-01-21,Werewolf,90.0,swamp,assault,brute force,night,blood
576,2020-10-26,Vampire,98.0,castle,assault,N/A,night,blood
9279,2022-06-19,Ghost,67.0,village,theft,knife,dawn,potions
2954,2020-09-21,Witch,21.0,village,arson,N/A,dawn,blood
7988,2022-01-17,Skeleton,70.0,castle,nightly disturbance,N/A,night,bones
1574,2021-03-06,Skeleton,54.0,forest,arson,knife,dusk,bones
102,2023-10-06,Vampire,22.0,village,nightly disturbance,N/A,night,teeth
3039,2020-01-20,Vampire,60.0,castle,assault,N/A,dawn,cloak
7272,2023-01-25,Werewolf,80.0,mountain,assault,Knife,dusk,fur
308,2023-11-19,Werewolf,96.0,forest,vandalism,knife,night,bones
77,2020-11-26,Werewolf,89.0,forest,assault,brute force,night,fur
6823,2024-08-07,Witch,50.0,village,arson,N/A,dusk,bones
8717,2023-12-28,Skeleton,75.0,castle,nightly disturbance,brute force,night,cloak
1222,2020-04-13,Werewolf,24.0,mountain,assault,axe,dusk,fur
7818,2024-01-24,Skeleton,35.0,mountain,assault,knife,day,bones
8298,2023-11-19,Skeleton,91.0,mountain,nightly disturbance,pistol,night,cloak
9034,2023-04-13,Werewolf,48.0,forest,assault,N/A,night,teeth
8499,2022-06-08,Vampire,18.0,Mountain,nightly disturbance,N/A,night,blood
1795,2021-05-17,Vampire,55.0,castle,nightly disturbance,N/A,night,cloak
3509,2022-03-16,Witch,13.0,village,arson,knife,day,potions
491,2024-10-01,Zombie,57.0,swamp,kidnapping,knife,dusk,bones
2216,2021-08-07,Vampire,58.0,village,nightly disturbance,N/A,night,blood
351,2021-03-24,Vampire,84.0,castle,nightly disturbance,N/A,night,blood
5538,2023-03-01,Vampire,4.0,mountain,theft,N/A,dawn,teeth
8447,2023-12-22,Vampire,16.0,castle,nightly disturbance,N/A,night,blood
1488,2024-09-14,Vampire,5.0,village,assault,N/A,dawn,Blood
5150,2022-07-18,Ghost,44.0,village,nightly disturbance,N/A,night,potions
6834,2020-11-04,WEREWOLF,51.0,forest,assault,knife,dusk,fur
8795,2023-06-19,Werewolf,83.0,forest,assault,brute force,night,fur
4976,2020-07-23,Zombie,7.0,forest,kidnapping,brute force,dusk,potions
6395,2022-12-06,Vampire,34.0,castle,murder,knife,night,cloak
2637,2021-12-29,Witch,9.0,swamp,arson,N/A,day,teeth
4,2023-12-26,Ghost,33.0,village,arson,brute force,dawn,potions
2240,2023-06-11,Ghost,51.0,village,VANDALISM,brute force,night,potions
4874,2020-04-06,Skeleton,84.0,castle,assault,knife,Dusk,bones
865,2022-01-05,VAMPIRE,21.0,forest,assault,N/A,Night,teeth
7048,2024-10-19,Skeleton,64.0,mountain,arson,knife,day,bones
5945,2022-03-26,Ghost,50.0,castle,nightly disturbance,axe,night,potions
632,2024-09-29,Witch,71.0,mountain,arson,N/A,day,fur
295,2020-03-16,Vampire,53.0,castle,assault,brute force,night,teeth
2041,2022-10-20,Vampire,39.0,mountain,assault,axe,dusk,blood
676,2023-11-12,Witch,92.0,swamp,arson,knife,dusk,potions
9011,2021-01-06,Witch,55.0,swamp,theft,N/A,night,cloak
8349,2020-08-31,Ghost,57.0,village,vandalism,brute force,night,cloak
9793,2022-05-15,Skeleton,33.0,mountain,nightly disturbance,brute force,night,cloak
1648,2024-02-17,Zombie,93.0,village,kidnapping,pistol,DUSK,potions
5220,2022-07-30,Witch,98.0,forest,arson,knife,day,Potions
7276,2022-01-22,Werewolf,59.0,village,nightly disturbance,pistol,night,potions
2550,2024-03-27,Zombie,90.0,mountain,assault,knife,night,potions
2242,2024-08-15,Vampire,50.0,forest,assault,pistol,night,cloak
7039,2022-09-21,Werewolf,39.0,forest,assault,brute force,night,fur
6562,2021-11-21,Ghost,97.0,village,vandalism,knife,night,cloak
6276,2020-04-08,Witch,54.0,village,arson,knife,day,cloak
7103,2021-04-10,Skeleton,43.0,mountain,arson,pistol,night,cloak
7493,2023-08-14,Witch,54.0,village,arson,brute force,dawn,potions
1119,2021-08-06,Ghost,60.0,castle,nightly disturbance,N/A,night,potions
457,2022-05-25,Ghost,1.0,village,vandalism,axe,night,cloak
6353,2024-06-08,Vampire,88.0,castle,nightly disturbance,knife,night,blood
10067,2023-02-26,Werewolf,3.0,forest,assault,pistol,night,Fur
136,2024-09-27,Ghost,87.0,castle,nightly disturbance,axe,night,potions
1805,2023-05-31,Werewolf,10.0,village,assault,N/A,night,teeth
3439,2022-12-27,Zombie,48.0,swamp,murder,axe,night,Blood
2938,2021-03-08,Werewolf,38.0,forest,vandalism,pistol,night,teeth
8389,2020-08-01,Zombie,82.0,swamp,kidnapping,knife,night,potions
7565,2022-08-16,Werewolf,21.0,village,assault,brute force,night,teeth
6162,2024-07-06,Werewolf,40.0,forest,assault,N/A,night,blood
4550,2022-04-20,Witch,14.0,swamp,arson,pistol,night,bones
5102,2021-12-21,Werewolf,80.0,village,nightly disturbance,N/A,night,teeth
5257,2023-10-11,Zombie,66.0,swamp,kidnapping,axe,dusk,potions
4121,2022-01-27,Ghost,42.0,castle,theft,N/A,dawn,potions
6988,2023-12-07,Ghost,81.0,castle,nightly disturbance,brute force,night,cloak
6871,2023-04-14,Witch,82.0,village,assault,N/A,day,cloak
5258,2023-07-17,Zombie,4.0,mountain,kidnapping,knife,night,potions
540,2020-08-30,Witch,39.0,village,arson,axe,dusk,potions
4877,2020-06-30,Vampire,69.0,castle,murder,brute force,night,blood
4079,2022-12-27,Witch,6.0,village,arson,axe,dawn,cloak
4125,2023-09-15,Witch,5.0,swamp,arson,brute force,night,potions
3239,2019-11-09,Zombie,56.0,swamp,kidnapping,N/A,night,teeth
7181,2019-11-01,Vampire,26.0,village,nightly disturbance,knife,night,blood
335,2022-01-31,Zombie,44.0,mountain,murder,brute force,day,bones
5004,2021-08-03,Skeleton,14.0,mountain,arson,pistol,dawn,bones
3065,2024-06-21,Zombie,74.0,swamp,kidnapping,N/A,night,fur
7760,2020-01-09,Ghost,6.0,forest,vandalism,N/A,dusk,potions
1613,2023-01-19,Werewolf,57.0,forest,vandalism,knife,night,blood
10017,2022-01-30,Ghost,60.0,castle,vandalism,knife,dusk,potions
3634,2024-07-29,Ghost,14.0,castle,vandalism,N/A,dusk,potions
9129,2022-08-31,Vampire,69.0,forest,assault,knife,dusk,blood
8078,2023-05-28,Skeleton,37.0,mountain,nightly disturbance,N/A,night,bones
598,2020-01-17,Ghost,9.0,village,vandalism,pistol,dusk,cloak
655,2022-04-10,Ghost,20.0,castle,vandalism,knife,night,potions
9193,2024-02-28,Skeleton,38.0,castle,assault,pistol,day,cloak
8092,2023-11-14,Vampire,90.0,village,assault,knife,night,cloak
3810,2021-03-06,Vampire,5.0,castle,assault,knife,night,blood
9130,2019-12-20,Witch,61.0,swamp,kidnapping,N/A,night,potions
5131,2022-03-06,Skeleton,92.0,mountain,nightly disturbance,pistol,night,bones
7959,2023-05-10,Zombie,79.0,swamp,murder,knife,night,blood
9455,2022-02-07,Witch,69.0,village,arson,N/A,dusk,potions
4252,2020-12-24,Witch,88.0,swamp,assault,brute force,day,potions
8924,2024-02-19,Zombie,88.0,forest,assault,axe,day,potions
8788,2020-12-16,Skeleton,81.0,swamp,arson,pistol,day,bones
1815,2020-12-23,Skeleton,23.0,mountain,assault,pistol,day,bones
2614,2022-06-25,Vampire,34.0,castle,nightly disturbance,brute force,night,blood
8440,2021-12-03,Zombie,28.0,village,kidnapping,knife,dusk,fur
2344,2022-03-15,Ghost,98.0,village,vandalism,knife,dusk,potions
4227,2022-12-19,Skeleton,43.0,mountain,arson,brute force,day,bones
8917,2020-10-27,VAMPIRE,12.0,castle,murder,axe,night,blood
7143,2022-05-15,Ghost,63.0,castle,vandalism,N/A,night,potions
5287,2021-12-12,Zombie,49.0,swamp,murder,axe,dawn,bones
8832,2020-10-30,Ghost,22.0,castle,vandalism,knife,night,potions
8758,2022-03-13,Skeleton,80.0,forest,nightly disturbance,knife,night,bones
4815,2024-05-08,Witch,78.0,swamp,kidnapping,knife,day,cloak
10073,2024-04-08,Werewolf,35.0,forest,vandalism,brute force,night,blood
7215,2024-08-23,Skeleton,27.0,castle,arson,axe,day,bones
2945,2020-05-15,Zombie,61.0,swamp,vandalism,pistol,dawn,fur
9969,2023-01-28,Werewolf,75.0,forest,nightly disturbance,brute force,night,blood
9991,2024-04-11,Skeleton,78.0,castle,vandalism,N/A,day,cloak
2099,2020-08-06,Skeleton,93.0,swamp,vandalism,N/A,dawn,bones
4346,2022-02-13,Vampire,21.0,castle,theft,N/A,dusk,blood
5882,2020-02-16,Zombie,24.0,swamp,assault,N/A,day,potions
2174,2022-10-20,Zombie,3.0,village,kidnapping,knife,day,fur
146,2020-08-17,Vampire,52.0,castle,ASSAULT,N/A,night,blood
5010,2020-12-28,Werewolf,33.0,swamp,nightly disturbance,N/A,night,fur
8241,2022-11-29,Werewolf,82.0,forest,kidnapping,N/A,night,teeth
9121,2020-06-15,Zombie,3.0,mountain,kidnapping,brute force,dusk,blood
4822,2023-01-22,Zombie,28.0,village,kidnapping,N/A,night,blood
9023,2022-11-29,Ghost,60.0,village,vandalism,knife,dusk,potions
7826,2023-03-05,Skeleton,79.0,mountain,assault,knife,day,bones
9926,2023-12-13,Witch,48.0,village,arson,N/A,dusk,bones
9306,2020-10-13,Werewolf,48.0,mountain,nightly disturbance,N/A,night,fur
6121,2024-05-21,Witch,90.0,village,kidnapping,pistol,night,bones
9570,2019-11-21,Werewolf,65.0,mountain,assault,knife,night,fur
6475,2023-10-23,Witch,33.0,forest,kidnapping,pistol,night,potions
3352,2023-06-29,Zombie,95.0,forest,vandalism,brute force,dusk,potions
7537,2020-07-02,Werewolf,54.0,mountain,vandalism,N/A,night,fur
3093,2024-03-06,Ghost,50.0,castle,THEFT,axe,night,cloak
1370,2022-04-22,Zombie,12.0,swamp,kidnapping,brute force,night,fur
4560,2020-09-19,Skeleton,42.0,mountain,arson,brute force,dusk,bones
5563,2020-06-16,Werewolf,64.0,village,vandalism,knife,night,teeth
5303,2020-11-05,Ghost,5.0,castle,arson,axe,dusk,cloak
4557,2024-10-09,Witch,67.0,VILLAGE,arson,N/A,dusk,cloak
1749,2021-07-14,Witch,84.0,swamp,theft,knife,dawn,teeth
1777,2021-05-24,Zombie,70.0,mountain,kidnapping,N/A,dusk,teeth
6717,2024-01-06,Zombie,23.0,forest,kidnapping,knife,night,blood
6713,2022-04-08,Werewolf,21.0,mountain,assault,N/A,night,teeth
9958,2024-05-08,Werewolf,37.0,forest,vandalism,axe,night,fur
4181,2022-07-14,Werewolf,44.0,forest,assault,N/A,night,fur
9487,2020-08-03,Ghost,88.0,castle,arson,knife,dusk,cloak
5173,2021-02-17,Ghost,65.0,village,vandalism,knife,night,potions
1,2023-05-31,Skeleton,69.0,mountain,nightly disturbance,knife,night,cloak
1885,2022-07-06,Ghost,98.0,village,nightly disturbance,knife,night,cloak
551,2021-07-22,Vampire,12.0,mountain,assault,N/A,night,blood
354,2022-04-24,Zombie,38.0,mountain,kidnapping,knife,dawn,fur
6976,2024-01-27,Werewolf,22.0,mountain,nightly disturbance,N/A,night,teeth
9863,2022-09-19,Ghost,36.0,castle,nightly disturbance,knife,night,potions
2551,2022-09-03,Skeleton,17.0,castle,vandalism,N/A,dusk,bones
3500,2024-07-04,Vampire,85.0,castle,assault,knife,dusk,blood
465,2021-04-25,Werewolf,38.0,forest,nightly disturbance,N/A,night,fur
3055,2021-08-12,Vampire,96.0,castle,assault,knife,night,blood
7332,2024-06-04,Zombie,89.0,swamp,vandalism,knife,night,blood
9610,2022-08-30,Witch,35.0,village,arson,N/A,dawn,cloak
7949,2020-05-09,Zombie,88.0,mountain,kidnapping,pistol,dawn,potions
6692,2022-10-26,Vampire,8.0,castle,assault,brute force,night,cloak
2562,2024-01-07,Vampire,36.0,village,assault,pistol,night,teeth
132,2021-04-30,Ghost,78.0,village,nightly disturbance,N/A,night,cloak
3743,2024-04-14,Vampire,44.0,castle,assault,brute force,night,blood
1387,2021-03-03,Witch,28.0,swamp,kidnapping,pistol,dusk,cloak
6263,2021-08-16,Ghost,40.0,castle,nightly disturbance,knife,night,cloak
4903,2022-12-27,Zombie,42.0,mountain,kidnapping,knife,dawn,potions
4759,2023-05-21,Ghost,65.0,village,vandalism,knife,dusk,potions
5602,2022-01-17,Vampire,63.0,castle,assault,N/A,night,cloak
1428,2024-02-28,Witch,11.0,village,kidnapping,knife,day,potions
4154,2024-04-16,Witch,90.0,village,arson,knife,dawn,bones
663,2023-12-17,Vampire,7.0,castle,murder,brute force,night,cloak
8218,2022-10-27,Vampire,83.0,castle,murder,brute force,dusk,blood
4139,2021-03-21,Ghost,11.0,village,nightly disturbance,brute force,night,cloak
600,2022-06-19,Witch,57.0,village,arson,knife,dawn,cloak
8797,2024-04-17,Skeleton,62.0,castle,vandalism,N/A,day,bones
3157,2023-08-24,Zombie,55.0,village,kidnapping,knife,dusk,blood
3079,2022-03-01,Ghost,76.0,village,nightly disturbance,brute force,night,potions
3926,2019-12-29,Ghost,39.0,castle,nightly disturbance,N/A,night,cloak
5795,2023-06-25,Werewolf,18.0,swamp,vandalism,brute force,dusk,fur
2210,2023-06-07,Werewolf,73.0,village,vandalism,N/A,night,fur
2170,2020-04-03,Werewolf,58.0,forest,vandalism,brute force,night,fur
7118,2021-01-15,Skeleton,8.0,castle,vandalism,axe,dawn,bones
3139,2020-12-27,Skeleton,72.0,mountain,assault,N/A,dusk,bones
9325,2021-07-09,Zombie,43.0,swamp,kidnapping,brute force,night,teeth
9187,2020-12-13,Werewolf,53.0,forest,vandalism,axe,night,fur
2800,2024-10-13,Vampire,93.0,castle,assault,N/A,night,blood
5274,2020-10-20,Zombie,14.0,mountain,kidnapping,N/A,day,potions
5893,2020-07-01,Witch,32.0,forest,kidnapping,knife,dawn,potions
1751,2020-06-23,Werewolf,72.0,village,vandalism,brute force,night,teeth
270,2021-07-29,Werewolf,51.0,village,kidnapping,axe,dusk,blood
5194,2020-10-19,Werewolf,1.0,mountain,assault,N/A,night,bones
8352,2023-09-28,Ghost,66.0,village,vandalism,axe,night,cloak
3977,2022-12-09,Witch,46.0,village,arson,knife,dusk,bones
769,2024-03-11,Werewolf,15.0,swamp,assault,brute force,night,fur
7291,2022-09-05,Zombie,78.0,swamp,vandalism,axe,dawn,BONES
8526,2023-03-05,Skeleton,66.0,castle,nightly disturbance,pistol,night,bones
3292,2022-10-07,Skeleton,19.0,mountain,vandalism,knife,day,Bones
4382,2022-11-15,Witch,49.0,village,arson,brute force,day,potions
4407,2024-08-29,Vampire,77.0,mountain,assault,pistol,night,cloak
321,2023-07-10,Witch,19.0,swamp,kidnapping,axe,night,potions
8149,2024-10-25,Werewolf,15.0,mountain,kidnapping,knife,dawn,blood
1872,2021-01-25,Skeleton,45.0,castle,arson,knife,day,cloak
2512,2020-02-04,Witch,71.0,mountain,arson,N/A,day,bones
9971,2020-03-25,Skeleton,51.0,swamp,nightly disturbance,knife,night,bones
9671,2024-01-24,witch,1.0,swamp,arson,knife,dusk,potions
1090,2019-12-04,Witch,75.0,SWAMP,kidnapping,N/A,dusk,bones
8444,2024-08-10,Witch,20.0,village,arson,N/A,dusk,potions
7404,2020-06-25,Werewolf,79.0,mountain,assault,N/A,dusk,teeth
1083,2023-09-13,Werewolf,28.0,village,nightly disturbance,knife,night,teeth
104,2023-06-18,Vampire,44.0,castle,assault,N/A,night,teeth
5808,2022-02-03,Vampire,57.0,castle,assault,knife,night,blood
1433,2024-03-30,Ghost,25.0,village,nightly disturbance,brute force,Night,potions
1675,2022-11-07,Vampire,86.0,castle,nightly disturbance,pistol,night,blood
5338,2021-10-16,Zombie,67.0,village,assault,axe,dusk,bones
1162,2019-11-24,Ghost,88.0,castle,nightly disturbance,N/A,night,cloak
7221,2022-02-12,Skeleton,82.0,castle,vandalism,axe,dusk,cloak
1584,2023-07-26,Werewolf,75.0,mountain,nightly disturbance,brute force,night,bones
1099,2023-02-02,Zombie,88.0,forest,kidnapping,brute force,dusk,fur
6147,2022-04-13,Ghost,88.0,village,nightly disturbance,axe,night,potions
8763,2022-09-22,Ghost,88.0,village,vandalism,pistol,dusk,cloak
8426,2020-10-10,Werewolf,71.0,mountain,Vandalism,brute force,dawn,fur
7888,2019-12-14,Witch,58.0,swamp,arson,pistol,dawn,bones
6146,2021-10-31,Zombie,15.0,swamp,assault,N/A,day,bones
8863,2021-02-28,Werewolf,14.0,forest,vandalism,pistol,day,fur
8846,2020-07-25,Ghost,9.0,castle,nightly disturbance,axe,night,cloak
1711,2021-04-23,Zombie,7.0,mountain,assault,N/A,dusk,potions
4781,2021-07-24,Ghost,46.0,village,theft,N/A,dusk,cloak
3422,2022-04-21,Vampire,85.0,castle,assault,N/A,night,cloak
3683,2022-06-10,Werewolf,39.0,mountain,kidnapping,brute force,night,fur
1702,2022-01-20,Witch,55.0,village,arson,N/A,night,teeth
9,2023-12-16,Witch,36.0,village,arson,knife,night,potions
6123,2024-09-23,Witch,5.0,village,arson,knife,dawn,potions
6582,2021-12-10,Witch,4.0,swamp,kidnapping,knife,night,potions
4165,2023-01-30,Witch,54.0,village,kidnapping,knife,day,cloak
8818,2022-11-30,Witch,56.0,village,arson,N/A,night,bones
6106,2024-03-13,Ghost,61.0,village,theft,N/A,night,potions
575,2024-05-16,Ghost,82.0,castle,nightly disturbance,N/A,night,potions
9253,2024-05-30,Zombie,76.0,swamp,kidnapping,knife,dawn,teeth
1823,2024-05-21,Werewolf,36.0,swamp,nightly disturbance,axe,night,fur
8588,2023-03-22,GHOST,11.0,castle,nightly disturbance,N/A,night,potions
4947,2022-08-02,Ghost,87.0,village,nightly disturbance,brute force,night,cloak
1615,2023-10-01,Ghost,47.0,village,nightly disturbance,brute force,night,potions
